"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"Q54RB9",0.108695652173913,0.0434782608695652,0.0217391304347826,0.0398550724637681,0.0144927536231884,0.0434782608695652,0.0434782608695652,0.0942028985507246,0,0.0688405797101449,0.119565217391304,0.0833333333333333,0.0181159420289855,0.0434782608695652,0.0507246376811594,0.0434782608695652,0.0398550724637681,0.0036231884057971,0.0326086956521739,0.0869565217391304
"Q9DAM5",0.075,0.0464285714285714,0.025,0.0214285714285714,0.0214285714285714,0.0464285714285714,0.0607142857142857,0.0857142857142857,0.0214285714285714,0.0535714285714286,0.128571428571429,0.0571428571428571,0.0107142857142857,0.0714285714285714,0.05,0.0571428571428571,0.0607142857142857,0.00714285714285714,0.0428571428571429,0.0571428571428571
"O46373",0.116197183098592,0.0492957746478873,0.028169014084507,0.0457746478873239,0.0140845070422535,0.0211267605633803,0.0492957746478873,0.0950704225352113,0.0105633802816901,0.0563380281690141,0.0809859154929577,0.0809859154929577,0.0211267605633803,0.0704225352112676,0.0246478873239437,0.0528169014084507,0.0387323943661972,0.0176056338028169,0.0422535211267606,0.0845070422535211
"P12235",0.114695340501792,0.0537634408602151,0.025089605734767,0.046594982078853,0.014336917562724,0.021505376344086,0.046594982078853,0.0967741935483871,0.014336917562724,0.0573476702508961,0.0788530465949821,0.0788530465949821,0.021505376344086,0.0752688172043011,0.025089605734767,0.0501792114695341,0.032258064516129,0.017921146953405,0.043010752688172,0.0860215053763441
"P12236",0.109540636042403,0.0600706713780919,0.0212014134275618,0.049469964664311,0.0141342756183746,0.0247349823321555,0.0459363957597173,0.0989399293286219,0.0106007067137809,0.0671378091872792,0.0706713780918728,0.0706713780918728,0.0212014134275618,0.0671378091872792,0.0247349823321555,0.049469964664311,0.049469964664311,0.0176678445229682,0.03886925795053,0.088339222614841
"Q1E7P0",0.0947368421052632,0.0631578947368421,0.0140350877192982,0.0280701754385965,0.00350877192982456,0.0350877192982456,0.0385964912280702,0.0947368421052632,0.0175438596491228,0.0701754385964912,0.101754385964912,0.0421052631578947,0.0175438596491228,0.0491228070175439,0.0491228070175439,0.0701754385964912,0.0736842105263158,0.00701754385964912,0.0421052631578947,0.087719298245614
"Q95J75",0.0807017543859649,0.0526315789473684,0.0350877192982456,0.0280701754385965,0.0140350877192982,0.0491228070175439,0.0280701754385965,0.087719298245614,0.0210526315789474,0.056140350877193,0.12280701754386,0.056140350877193,0.0175438596491228,0.0456140350877193,0.0315789473684211,0.0456140350877193,0.0596491228070175,0.0175438596491228,0.0666666666666667,0.0842105263157895
"P10861",0.0716723549488055,0.0341296928327645,0.0273037542662116,0.0273037542662116,0.0238907849829352,0.0409556313993174,0.037542662116041,0.0887372013651877,0.0170648464163823,0.0580204778156997,0.0955631399317406,0.0580204778156997,0.0273037542662116,0.0477815699658703,0.0511945392491468,0.0716723549488055,0.0921501706484642,0.0068259385665529,0.0273037542662116,0.0955631399317406
"Q8HXY2",0.0704225352112676,0.0457746478873239,0.0176056338028169,0.0316901408450704,0.0211267605633803,0.0352112676056338,0.0387323943661972,0.116197183098592,0.00704225352112676,0.0563380281690141,0.0950704225352113,0.0633802816901408,0.0387323943661972,0.0774647887323944,0.0774647887323944,0.0387323943661972,0.0563380281690141,0.00704225352112676,0.0316901408450704,0.073943661971831
"Q9FI73",0.0772058823529412,0.0514705882352941,0.0147058823529412,0.0330882352941176,0.0110294117647059,0.0330882352941176,0.0367647058823529,0.0955882352941176,0.0110294117647059,0.0588235294117647,0.0919117647058824,0.0477941176470588,0.0330882352941176,0.0588235294117647,0.0477941176470588,0.0919117647058824,0.0698529411764706,0.0183823529411765,0.0441176470588235,0.0735294117647059
"P05141",0.120567375886525,0.0567375886524823,0.024822695035461,0.0531914893617021,0.0141843971631206,0.0212765957446809,0.0425531914893617,0.099290780141844,0.00709219858156028,0.0673758865248227,0.0780141843971631,0.074468085106383,0.0212765957446809,0.0638297872340425,0.024822695035461,0.0425531914893617,0.049645390070922,0.0177304964539007,0.0460992907801418,0.074468085106383
"P51881",0.120567375886525,0.0567375886524823,0.024822695035461,0.0531914893617021,0.0141843971631206,0.0212765957446809,0.0425531914893617,0.0957446808510638,0.00709219858156028,0.0673758865248227,0.074468085106383,0.0780141843971631,0.0212765957446809,0.0673758865248227,0.024822695035461,0.049645390070922,0.0460992907801418,0.0177304964539007,0.0460992907801418,0.0709219858156028
"B4FIJ0",0.0711743772241993,0.0427046263345196,0.00711743772241993,0.0320284697508897,0.0106761565836299,0.0427046263345196,0.0355871886120996,0.099644128113879,0.0106761565836299,0.0640569395017794,0.0889679715302491,0.0569395017793594,0.0249110320284698,0.0604982206405694,0.0569395017793594,0.099644128113879,0.0676156583629893,0.00711743772241993,0.0569395017793594,0.0640569395017794
"Q29RM1",0.0927835051546392,0.0618556701030928,0.0240549828178694,0.0378006872852234,0.0206185567010309,0.0412371134020619,0.0412371134020619,0.0859106529209622,0.0240549828178694,0.0446735395189003,0.127147766323024,0.0515463917525773,0.00687285223367698,0.0652920962199313,0.0412371134020619,0.0687285223367698,0.0412371134020619,0.0103092783505155,0.0343642611683849,0.0790378006872852
"Q9H2D1",0.0807017543859649,0.0526315789473684,0.0350877192982456,0.0280701754385965,0.0140350877192982,0.0491228070175439,0.0280701754385965,0.087719298245614,0.0210526315789474,0.056140350877193,0.12280701754386,0.056140350877193,0.0175438596491228,0.0456140350877193,0.0315789473684211,0.0456140350877193,0.0596491228070175,0.0175438596491228,0.0666666666666667,0.0842105263157895
"Q09073",0.120567375886525,0.0567375886524823,0.024822695035461,0.0531914893617021,0.0141843971631206,0.0212765957446809,0.0425531914893617,0.099290780141844,0.00709219858156028,0.0673758865248227,0.074468085106383,0.0780141843971631,0.0212765957446809,0.0673758865248227,0.024822695035461,0.0460992907801418,0.0460992907801418,0.0177304964539007,0.0460992907801418,0.0709219858156028
"P97521",0.0620689655172414,0.0517241379310345,0.0275862068965517,0.0241379310344828,0.0206896551724138,0.0413793103448276,0.0379310344827586,0.113793103448276,0.00344827586206897,0.0551724137931034,0.103448275862069,0.0620689655172414,0.0379310344827586,0.0758620689655172,0.0793103448275862,0.0413793103448276,0.0586206896551724,0.0103448275862069,0.0310344827586207,0.0620689655172414
"Q8TBP6",0.073943661971831,0.0387323943661972,0.0352112676056338,0.0211267605633803,0.0176056338028169,0.0387323943661972,0.0492957746478873,0.0598591549295775,0.00352112676056338,0.0809859154929577,0.0950704225352113,0.0774647887323944,0.0246478873239437,0.0598591549295775,0.0528169014084507,0.0704225352112676,0.0669014084507042,0.028169014084507,0.028169014084507,0.0774647887323944
"P04575",0.0743243243243243,0.0371621621621622,0.0304054054054054,0.0236486486486486,0.0202702702702703,0.0371621621621622,0.0439189189189189,0.0810810810810811,0.0135135135135135,0.0641891891891892,0.101351351351351,0.0540540540540541,0.0202702702702703,0.0506756756756757,0.0574324324324324,0.0743243243243243,0.101351351351351,0.00675675675675676,0.0304054054054054,0.0777027027027027
"Q5R5A1",0.124113475177305,0.0602836879432624,0.024822695035461,0.0531914893617021,0.0141843971631206,0.0212765957446809,0.0425531914893617,0.099290780141844,0.0106382978723404,0.0673758865248227,0.074468085106383,0.074468085106383,0.0212765957446809,0.0638297872340425,0.024822695035461,0.0425531914893617,0.049645390070922,0.0177304964539007,0.0425531914893617,0.0709219858156028
"Q99297",0.0766550522648084,0.0487804878048781,0.0487804878048781,0.0278745644599303,0.0174216027874564,0.0383275261324042,0.0313588850174216,0.0871080139372822,0,0.0696864111498258,0.0801393728222996,0.0940766550522648,0.0452961672473868,0.0522648083623693,0.0418118466898955,0.0522648083623693,0.0557491289198606,0.0104529616724739,0.0418118466898955,0.0801393728222996
"Q7S2H8",0.099290780141844,0.0709219858156028,0.00709219858156028,0.0212765957446809,0.00354609929078014,0.0354609929078014,0.0425531914893617,0.0921985815602837,0.0106382978723404,0.049645390070922,0.117021276595745,0.0460992907801418,0.0141843971631206,0.0319148936170213,0.0602836879432624,0.0638297872340425,0.0851063829787234,0.00709219858156028,0.049645390070922,0.0921985815602837
"Q6DHC3",0.0880281690140845,0.0528169014084507,0.0176056338028169,0.028169014084507,0.0176056338028169,0.0422535211267606,0.0352112676056338,0.073943661971831,0.00704225352112676,0.073943661971831,0.0985915492957746,0.0633802816901408,0.0457746478873239,0.0563380281690141,0.0563380281690141,0.0774647887323944,0.0598591549295775,0.0211267605633803,0.0246478873239437,0.0598591549295775
"Q000K2",0.120567375886525,0.0567375886524823,0.024822695035461,0.0567375886524823,0.0141843971631206,0.0177304964539007,0.0425531914893617,0.0957446808510638,0.00709219858156028,0.0673758865248227,0.0709219858156028,0.0780141843971631,0.024822695035461,0.0673758865248227,0.024822695035461,0.049645390070922,0.049645390070922,0.0177304964539007,0.0425531914893617,0.0709219858156028
"Q6QRN9",0.113074204946996,0.0565371024734982,0.0247349823321555,0.0459363957597173,0.0141342756183746,0.0247349823321555,0.0459363957597173,0.0989399293286219,0.0106007067137809,0.0671378091872792,0.0742049469964664,0.0777385159010601,0.0212014134275618,0.0706713780918728,0.0247349823321555,0.0459363957597173,0.0459363957597173,0.0176678445229682,0.03886925795053,0.0812720848056537
"Q18P97",0.0915254237288136,0.0372881355932203,0.0406779661016949,0.0271186440677966,0.0203389830508475,0.0372881355932203,0.0372881355932203,0.0779661016949153,0.0203389830508475,0.0440677966101695,0.115254237288136,0.0644067796610169,0.023728813559322,0.0372881355932203,0.0576271186440678,0.0474576271186441,0.0813559322033898,0.0101694915254237,0.0372881355932203,0.0915254237288136
"Q8BH59",0.0919117647058824,0.0625,0.0257352941176471,0.0367647058823529,0.0183823529411765,0.0367647058823529,0.0330882352941176,0.106617647058824,0.00367647058823529,0.0551470588235294,0.110294117647059,0.0551470588235294,0.00735294117647059,0.0625,0.0477941176470588,0.0441176470588235,0.0625,0.00735294117647059,0.0367647058823529,0.0955882352941176
"Q5RBC8",0.0955882352941176,0.0661764705882353,0.0257352941176471,0.0367647058823529,0.0183823529411765,0.0367647058823529,0.0294117647058824,0.106617647058824,0.00735294117647059,0.0514705882352941,0.106617647058824,0.0514705882352941,0.0110294117647059,0.0625,0.0477941176470588,0.0477941176470588,0.0551470588235294,0.00735294117647059,0.0367647058823529,0.0992647058823529
"Q922G0",0.096085409252669,0.0676156583629893,0.0213523131672598,0.0213523131672598,0.0249110320284698,0.0533807829181495,0.0355871886120996,0.0818505338078292,0.0213523131672598,0.0498220640569395,0.099644128113879,0.0462633451957295,0.0320284697508897,0.0391459074733096,0.0355871886120996,0.0640569395017794,0.0854092526690391,0.00355871886120996,0.0427046263345196,0.0782918149466192
"Q9HC21",0.0892857142857143,0.05,0.0178571428571429,0.0214285714285714,0.0214285714285714,0.0428571428571429,0.0535714285714286,0.0857142857142857,0.0285714285714286,0.0392857142857143,0.114285714285714,0.0571428571428571,0.0178571428571429,0.075,0.0428571428571429,0.075,0.0464285714285714,0.00714285714285714,0.0392857142857143,0.075
"Q5NVC1",0.0892857142857143,0.0464285714285714,0.0214285714285714,0.0214285714285714,0.025,0.0428571428571429,0.0535714285714286,0.0857142857142857,0.0285714285714286,0.0428571428571429,0.114285714285714,0.0571428571428571,0.0178571428571429,0.075,0.0428571428571429,0.0678571428571429,0.0464285714285714,0.0107142857142857,0.0392857142857143,0.0714285714285714
"O75746",0.0955882352941176,0.0661764705882353,0.0257352941176471,0.0367647058823529,0.0183823529411765,0.0367647058823529,0.0294117647058824,0.106617647058824,0.00735294117647059,0.0514705882352941,0.106617647058824,0.0514705882352941,0.0110294117647059,0.0625,0.0477941176470588,0.0477941176470588,0.0551470588235294,0.00735294117647059,0.0367647058823529,0.0992647058823529
"Q5IS35",0.0892857142857143,0.0535714285714286,0.0214285714285714,0.0214285714285714,0.0214285714285714,0.0428571428571429,0.0535714285714286,0.0857142857142857,0.0285714285714286,0.0392857142857143,0.117857142857143,0.0571428571428571,0.0178571428571429,0.075,0.0392857142857143,0.0642857142857143,0.05,0.0107142857142857,0.0392857142857143,0.0714285714285714
"Q9UJS0",0.0992647058823529,0.0588235294117647,0.0183823529411765,0.0367647058823529,0.0183823529411765,0.0367647058823529,0.0330882352941176,0.106617647058824,0.00735294117647059,0.0514705882352941,0.102941176470588,0.0588235294117647,0.0147058823529412,0.0698529411764706,0.0477941176470588,0.0588235294117647,0.0477941176470588,0.00735294117647059,0.0367647058823529,0.0882352941176471
"Q6P316",0.088339222614841,0.0671378091872792,0.0247349823321555,0.0247349823321555,0.0106007067137809,0.0318021201413428,0.0459363957597173,0.0600706713780919,0.00706713780918728,0.0812720848056537,0.0989399293286219,0.0530035335689046,0.0247349823321555,0.0530035335689046,0.0565371024734982,0.0848056537102474,0.0671378091872792,0.0247349823321555,0.0282685512367491,0.0671378091872792
"Q96CQ1",0.0889679715302491,0.0676156583629893,0.0249110320284698,0.0249110320284698,0.0213523131672598,0.0533807829181495,0.0320284697508897,0.0818505338078292,0.0213523131672598,0.0498220640569395,0.103202846975089,0.0462633451957295,0.0320284697508897,0.0391459074733096,0.0355871886120996,0.0640569395017794,0.0818505338078292,0.00355871886120996,0.0462633451957295,0.0818505338078292
"Q9ER18",0.0745762711864407,0.0372881355932203,0.0305084745762712,0.023728813559322,0.0203389830508475,0.0372881355932203,0.0474576271186441,0.0779661016949153,0.0101694915254237,0.0610169491525424,0.105084745762712,0.0542372881355932,0.0271186440677966,0.0474576271186441,0.0508474576271186,0.0745762711864407,0.105084745762712,0.00677966101694915,0.0305084745762712,0.0779661016949153
"Q9P3T7",0.0678571428571429,0.0571428571428571,0.0464285714285714,0.0321428571428571,0.0107142857142857,0.0392857142857143,0.0178571428571429,0.0821428571428571,0.0107142857142857,0.0714285714285714,0.0892857142857143,0.0785714285714286,0.0142857142857143,0.0642857142857143,0.0535714285714286,0.0571428571428571,0.0607142857142857,0.0142857142857143,0.0392857142857143,0.0928571428571429
"A0PC02",0.0782312925170068,0.0442176870748299,0.0238095238095238,0.0306122448979592,0.0272108843537415,0.0374149659863946,0.0408163265306122,0.0850340136054422,0.0102040816326531,0.0578231292517007,0.115646258503401,0.054421768707483,0.0238095238095238,0.0408163265306122,0.0442176870748299,0.0680272108843537,0.108843537414966,0.0102040816326531,0.0272108843537415,0.0714285714285714
"Q9GMZ1",0.0777777777777778,0.062962962962963,0.0296296296296296,0.0259259259259259,0.0185185185185185,0.0407407407407407,0.0481481481481481,0.0962962962962963,0.0148148148148148,0.037037037037037,0.118518518518519,0.0444444444444444,0.0296296296296296,0.0444444444444444,0.0518518518518519,0.0518518518518519,0.0814814814814815,0.0111111111111111,0.0296296296296296,0.0851851851851852
"Q9QXX4",0.0955882352941176,0.0588235294117647,0.0220588235294118,0.0367647058823529,0.0183823529411765,0.0367647058823529,0.0330882352941176,0.102941176470588,0.00735294117647059,0.0514705882352941,0.102941176470588,0.0588235294117647,0.0147058823529412,0.0735294117647059,0.0477941176470588,0.0551470588235294,0.0514705882352941,0.00735294117647059,0.0367647058823529,0.0882352941176471
"Q9VA73",0.118081180811808,0.0627306273062731,0.022140221402214,0.03690036900369,0.011070110701107,0.03690036900369,0.033210332103321,0.0922509225092251,0.011070110701107,0.044280442804428,0.0959409594095941,0.0627306273062731,0.022140221402214,0.044280442804428,0.044280442804428,0.040590405904059,0.0701107011070111,0.018450184501845,0.040590405904059,0.0922509225092251
"Q8RXZ9",0.0886524822695035,0.0425531914893617,0.0177304964539007,0.0283687943262411,0.0106382978723404,0.0390070921985816,0.0354609929078014,0.0957446808510638,0.0106382978723404,0.049645390070922,0.106382978723404,0.0673758865248227,0.0212765957446809,0.0567375886524823,0.0531914893617021,0.0851063829787234,0.0531914893617021,0.0141843971631206,0.0460992907801418,0.0780141843971631
"Q5ZKP7",0.0747330960854092,0.0782918149466192,0.0320284697508897,0.0177935943060498,0.0213523131672598,0.0498220640569395,0.0249110320284698,0.0818505338078292,0.0249110320284698,0.0533807829181495,0.0925266903914591,0.0498220640569395,0.0355871886120996,0.0391459074733096,0.0355871886120996,0.0782918149466192,0.0782918149466192,0.00355871886120996,0.0427046263345196,0.0854092526690391
"P04633",0.0779661016949153,0.0372881355932203,0.023728813559322,0.023728813559322,0.0203389830508475,0.0372881355932203,0.0406779661016949,0.0847457627118644,0.0169491525423729,0.0576271186440678,0.101694915254237,0.0542372881355932,0.0338983050847458,0.0406779661016949,0.0474576271186441,0.088135593220339,0.0949152542372881,0.00677966101694915,0.0338983050847458,0.0779661016949153
"P14271",0.0680272108843537,0.0408163265306122,0.0272108843537415,0.0272108843537415,0.0204081632653061,0.0408163265306122,0.0374149659863946,0.0884353741496599,0.0102040816326531,0.0578231292517007,0.102040816326531,0.0510204081632653,0.0204081632653061,0.054421768707483,0.0578231292517007,0.0680272108843537,0.112244897959184,0.00680272108843537,0.0272108843537415,0.0816326530612245
"P33303",0.0856164383561644,0.0479452054794521,0.0410958904109589,0.0102739726027397,0.0102739726027397,0.0547945205479452,0.0445205479452055,0.089041095890411,0.023972602739726,0.0753424657534247,0.0821917808219178,0.0821917808219178,0.0273972602739726,0.0410958904109589,0.0445205479452055,0.0513698630136986,0.0616438356164384,0.00342465753424658,0.0445205479452055,0.0787671232876712
"P02723",0.125,0.0678571428571429,0.0392857142857143,0.0571428571428571,0.00714285714285714,0.0178571428571429,0.025,0.107142857142857,0,0.0535714285714286,0.0964285714285714,0.0607142857142857,0.0285714285714286,0.0571428571428571,0.0214285714285714,0.0607142857142857,0.0428571428571429,0.0107142857142857,0.0464285714285714,0.075
"Q0VCH6",0.0706713780918728,0.03886925795053,0.0318021201413428,0.0212014134275618,0.0106007067137809,0.0353356890459364,0.049469964664311,0.0636042402826855,0.00706713780918728,0.0742049469964664,0.0954063604240283,0.0742049469964664,0.0282685512367491,0.0636042402826855,0.0530035335689046,0.0706713780918728,0.0777385159010601,0.0282685512367491,0.0318021201413428,0.0742049469964664
"P27080",0.110726643598616,0.0588235294117647,0.0484429065743945,0.041522491349481,0.0103806228373702,0.0346020761245675,0.027681660899654,0.114186851211073,0.00346020761245675,0.055363321799308,0.0899653979238754,0.069204152249135,0.0311418685121107,0.0657439446366782,0.0207612456747405,0.0588235294117647,0.0311418685121107,0.013840830449827,0.0449826989619377,0.069204152249135
"Q26365",0.101398601398601,0.0524475524475524,0.0314685314685315,0.0454545454545455,0.013986013986014,0.0174825174825175,0.0454545454545455,0.108391608391608,0.00699300699300699,0.0664335664335664,0.0664335664335664,0.0699300699300699,0.020979020979021,0.0839160839160839,0.0314685314685315,0.048951048951049,0.0594405594405594,0.013986013986014,0.041958041958042,0.0734265734265734
"Q6DG32",0.0889679715302491,0.0854092526690391,0.0320284697508897,0.0213523131672598,0.0213523131672598,0.0533807829181495,0.0249110320284698,0.0782918149466192,0.0249110320284698,0.0533807829181495,0.103202846975089,0.0391459074733096,0.0320284697508897,0.0427046263345196,0.0391459074733096,0.0711743772241993,0.0711743772241993,0.00355871886120996,0.0427046263345196,0.0711743772241993
"P18238",0.101398601398601,0.0454545454545455,0.034965034965035,0.0454545454545455,0.013986013986014,0.0244755244755245,0.034965034965035,0.111888111888112,0,0.0594405594405594,0.101398601398601,0.0734265734265734,0.034965034965035,0.0664335664335664,0.0174825174825175,0.0734265734265734,0.0524475524475524,0.0104895104895105,0.034965034965035,0.0629370629370629
"Q498U3",0.0711743772241993,0.0391459074733096,0.0355871886120996,0.0213523131672598,0.0142348754448399,0.0462633451957295,0.0462633451957295,0.0640569395017794,0.00711743772241993,0.0676156583629893,0.0889679715302491,0.0640569395017794,0.0391459074733096,0.0569395017793594,0.0498220640569395,0.0782918149466192,0.0747330960854092,0.0249110320284698,0.0284697508896797,0.0818505338078292
"P12242",0.0743243243243243,0.0371621621621622,0.0304054054054054,0.0236486486486486,0.0202702702702703,0.0371621621621622,0.0439189189189189,0.0844594594594595,0.0101351351351351,0.0574324324324324,0.101351351351351,0.0574324324324324,0.0304054054054054,0.0405405405405405,0.0506756756756757,0.0844594594594595,0.0945945945945946,0.00675675675675676,0.0337837837837838,0.0810810810810811
"Q7PQV7",0.111498257839721,0.0592334494773519,0.024390243902439,0.0418118466898955,0.0174216027874564,0.024390243902439,0.0383275261324042,0.104529616724739,0.00696864111498258,0.0627177700348432,0.0696864111498258,0.0627177700348432,0.024390243902439,0.0801393728222996,0.0348432055749129,0.0452961672473868,0.0592334494773519,0.0139372822299652,0.0418118466898955,0.0766550522648084
"Q8BGP6",0.0676156583629893,0.0391459074733096,0.0391459074733096,0.0213523131672598,0.0142348754448399,0.0462633451957295,0.0391459074733096,0.0604982206405694,0,0.0676156583629893,0.096085409252669,0.0747330960854092,0.0284697508896797,0.0604982206405694,0.0569395017793594,0.0782918149466192,0.0747330960854092,0.0249110320284698,0.0284697508896797,0.0818505338078292
"Q6DFK2",0.088339222614841,0.0600706713780919,0.0176678445229682,0.0212014134275618,0.00706713780918728,0.0353356890459364,0.0424028268551237,0.0636042402826855,0.0106007067137809,0.0777385159010601,0.106007067137809,0.049469964664311,0.0282685512367491,0.0530035335689046,0.0565371024734982,0.0918727915194346,0.0636042402826855,0.0212014134275618,0.0282685512367491,0.0777385159010601
"P18239",0.102836879432624,0.0531914893617021,0.0283687943262411,0.049645390070922,0.0141843971631206,0.0283687943262411,0.0283687943262411,0.117021276595745,0,0.0460992907801418,0.117021276595745,0.0602836879432624,0.0319148936170213,0.0638297872340425,0.0177304964539007,0.0709219858156028,0.049645390070922,0.0106382978723404,0.0425531914893617,0.0673758865248227
"A6RF73",0.112676056338028,0.0669014084507042,0.0176056338028169,0.0316901408450704,0.00704225352112676,0.0352112676056338,0.0352112676056338,0.102112676056338,0.0140845070422535,0.0774647887323944,0.109154929577465,0.0316901408450704,0.0105633802816901,0.0387323943661972,0.0563380281690141,0.073943661971831,0.0598591549295775,0.00704225352112676,0.0387323943661972,0.073943661971831
"Q08DK7",0.0952380952380952,0.0842490842490843,0.0183150183150183,0.032967032967033,0.0293040293040293,0.0402930402930403,0.0549450549450549,0.10989010989011,0.00732600732600733,0.0293040293040293,0.135531135531136,0.021978021978022,0.00732600732600733,0.0402930402930403,0.043956043956044,0.0476190476190476,0.0622710622710623,0.00732600732600733,0.0366300366300366,0.0952380952380952
"P04710",0.0912280701754386,0.0631578947368421,0.0245614035087719,0.0526315789473684,0.0105263157894737,0.0280701754385965,0.0421052631578947,0.112280701754386,0.00701754385964912,0.0385964912280702,0.126315789473684,0.056140350877193,0.0245614035087719,0.0631578947368421,0.0175438596491228,0.0666666666666667,0.0596491228070175,0.00701754385964912,0.0491228070175439,0.0596491228070175
"O97470",0.101045296167247,0.0557491289198606,0.0383275261324042,0.0418118466898955,0.0104529616724739,0.0209059233449477,0.0383275261324042,0.114982578397213,0.00348432055749129,0.0662020905923345,0.0766550522648084,0.0696864111498258,0.0174216027874564,0.0592334494773519,0.0209059233449477,0.0696864111498258,0.0557491289198606,0.0174216027874564,0.0348432055749129,0.0871080139372822
"O95847",0.0747330960854092,0.0569395017793594,0.0213523131672598,0.0284697508896797,0.0106761565836299,0.0569395017793594,0.0355871886120996,0.096085409252669,0.0249110320284698,0.0498220640569395,0.106761565836299,0.0533807829181495,0.0498220640569395,0.0355871886120996,0.0462633451957295,0.0569395017793594,0.0604982206405694,0.0249110320284698,0.0355871886120996,0.0747330960854092
"Q12251",0.0708955223880597,0.0597014925373134,0.0447761194029851,0.0186567164179104,0.0186567164179104,0.0373134328358209,0.0485074626865672,0.100746268656716,0.00373134328358209,0.0447761194029851,0.100746268656716,0.0335820895522388,0,0.0447761194029851,0.0373134328358209,0.0932835820895522,0.0597014925373134,0.0186567164179104,0.0522388059701493,0.111940298507463
"Q9BQT8",0.0661764705882353,0.0441176470588235,0.0367647058823529,0.0183823529411765,0.0110294117647059,0.0477941176470588,0.0441176470588235,0.0992647058823529,0.00735294117647059,0.0698529411764706,0.102941176470588,0.0661764705882353,0.0294117647058824,0.0661764705882353,0.0514705882352941,0.0441176470588235,0.0551470588235294,0.00735294117647059,0.0514705882352941,0.0808823529411765
"Q8K404",0.0709459459459459,0.0405405405405405,0.0304054054054054,0.0236486486486486,0.0168918918918919,0.0371621621621622,0.0439189189189189,0.0810810810810811,0.0135135135135135,0.0608108108108108,0.101351351351351,0.0540540540540541,0.027027027027027,0.0472972972972973,0.0540540540540541,0.0743243243243243,0.111486486486486,0.0101351351351351,0.0304054054054054,0.0709459459459459
"Q27238",0.104529616724739,0.0522648083623693,0.0348432055749129,0.0487804878048781,0.0174216027874564,0.0209059233449477,0.0418118466898955,0.111498257839721,0,0.0592334494773519,0.0801393728222996,0.0731707317073171,0.0174216027874564,0.0766550522648084,0.0278745644599303,0.0487804878048781,0.0487804878048781,0.0139372822299652,0.0383275261324042,0.0836236933797909
"Q5HZE0",0.0869565217391304,0.0652173913043478,0.0217391304347826,0.0398550724637681,0.0289855072463768,0.0326086956521739,0.0615942028985507,0.108695652173913,0.0108695652173913,0.0398550724637681,0.123188405797101,0.0289855072463768,0.0217391304347826,0.0398550724637681,0.0398550724637681,0.0507246376811594,0.0688405797101449,0.0072463768115942,0.036231884057971,0.0869565217391304
"Q8HXW2",0.103321033210332,0.0590405904059041,0.018450184501845,0.03690036900369,0.018450184501845,0.03690036900369,0.033210332103321,0.103321033210332,0.00738007380073801,0.0516605166051661,0.103321033210332,0.0590405904059041,0.014760147601476,0.0701107011070111,0.0479704797047971,0.0590405904059041,0.0479704797047971,0.00738007380073801,0.03690036900369,0.0848708487084871
"Q7K566",0.0842490842490843,0.0586080586080586,0.0293040293040293,0.032967032967033,0.0146520146520147,0.0402930402930403,0.043956043956044,0.0989010989010989,0.0146520146520147,0.0805860805860806,0.0805860805860806,0.0549450549450549,0.0183150183150183,0.0512820512820513,0.0366300366300366,0.0622710622710623,0.0622710622710623,0.021978021978022,0.0476190476190476,0.0659340659340659
"Q99JD3",0.0477941176470588,0.0514705882352941,0.0294117647058824,0.0220588235294118,0.0110294117647059,0.0514705882352941,0.0404411764705882,0.110294117647059,0.00735294117647059,0.0514705882352941,0.0919117647058824,0.0661764705882353,0.0257352941176471,0.0808823529411765,0.0551470588235294,0.0514705882352941,0.0625,0.00367647058823529,0.0514705882352941,0.0882352941176471
"Q05AQ3",0.0931899641577061,0.0681003584229391,0.025089605734767,0.017921146953405,0.00716845878136201,0.043010752688172,0.028673835125448,0.0824372759856631,0.021505376344086,0.0645161290322581,0.114695340501792,0.0537634408602151,0.032258064516129,0.0501792114695341,0.03584229390681,0.0716845878136201,0.0716845878136201,0.00716845878136201,0.0537634408602151,0.0573476702508961
"Q5RFB7",0.0625,0.0477941176470588,0.0367647058823529,0.0183823529411765,0.0110294117647059,0.0441176470588235,0.0441176470588235,0.0955882352941176,0.00735294117647059,0.0661764705882353,0.106617647058824,0.0698529411764706,0.0257352941176471,0.0661764705882353,0.0514705882352941,0.0441176470588235,0.0661764705882353,0.00367647058823529,0.0514705882352941,0.0808823529411765
"Q54FU9",0.044280442804428,0.044280442804428,0.033210332103321,0.011070110701107,0.014760147601476,0.0553505535055351,0.03690036900369,0.0774907749077491,0.014760147601476,0.0848708487084871,0.0885608856088561,0.0774907749077491,0.033210332103321,0.0479704797047971,0.033210332103321,0.0959409594095941,0.0701107011070111,0.011070110701107,0.044280442804428,0.0811808118081181
"Q7XA87",0.116197183098592,0.0774647887323944,0.028169014084507,0.0316901408450704,0.00704225352112676,0.0422535211267606,0.0387323943661972,0.0774647887323944,0.0246478873239437,0.0457746478873239,0.119718309859155,0.0457746478873239,0.00352112676056338,0.0457746478873239,0.0387323943661972,0.0528169014084507,0.0669014084507042,0.0105633802816901,0.0492957746478873,0.0774647887323944
